id,context,function,subFunction,name,skillElement,skillDescription,skillSynonyms,status
31667,,Technology & IT,Project and Program Management,Project governance,  ,,  ,Approved
31668,,Technology & IT,Project and Program Management,Project execution,  ,,  ,Approved
31669,,Technology & IT,Project and Program Management,Project documentation,  ,,  ,Approved
31670,,Technology & IT,Project and Program Management,Project communication requirements,  ,,  ,Approved
31671,,Technology & IT,Project and Program Management,Project closure,  ,,  ,Approved
31672,,Technology & IT,Project and Program Management,Project Charter process,  ,,  ,Approved
31673,,Technology & IT,Project and Program Management,Program Evaluation and Review Technique (PERT), PERT ,,  ,Approved
31674,,Technology & IT,Project and Program Management,Product scope,  ,,  ,Approved
31675,,Technology & IT,Project and Program Management,Product requirements,  ,,  ,Approved
31676,,Technology & IT,Project and Program Management,Product quality improvement,  ,,  ,Approved
31677,,Technology & IT,Project and Program Management,Product-oriented processes,  ,,  ,Approved
31678,,Technology & IT,Project and Program Management,Product life cycle,  ,,  ,Approved
31679,,Technology & IT,Project and Program Management,Product analysis,  ,,  ,Approved
31680,,Technology & IT,Project and Program Management,Procurement statement of work,  ,,  ,Approved
31681,,Technology & IT,Project and Program Management,Procurement negotiations,  ,,  ,Approved
31682,,Technology & IT,Project and Program Management,Procurement management plan,  ,,  ,Approved
31683,,Technology & IT,Project and Program Management,Procurement documents,  ,,  ,Approved
31684,,Technology & IT,Project and Program Management,Procurement audits,  ,,  ,Approved
31685,,Technology & IT,Project and Program Management,Process interactions,  ,,  ,Approved
31686,,Technology & IT,Project and Program Management,Process improvement plan,  ,,  ,Approved
31687,,Technology & IT,Project and Program Management,Process improvement models,  ,,  ,Approved
31688,,Technology & IT,Project and Program Management,Knowledge Areas mapping,  ,,  ,Approved
31689,,Technology & IT,Project and Program Management,Process flow diagram,  ,,  ,Approved
31690,,Technology & IT,Project and Program Management,Process flow charts,  ,,  ,Approved
31691,,Technology & IT,Project and Program Management,Process closure  See Closing Process Group,  ,,  ,Approved
31692,,Technology & IT,Project and Program Management,Process assets  See Organizational process assets,  ,,  ,Approved
31693,,Technology & IT,Project and Program Management,Process analysis,  ,,  ,Approved
31694,,Technology & IT,Project and Program Management,Probability distributions,  ,,  ,Approved
31695,,Technology & IT,Project and Program Management,Probability and impact matrix,  ,,  ,Approved
31696,,Technology & IT,Project and Program Management,Probabilistic analysis of project,  ,,  ,Approved
31697,,Technology & IT,Project and Program Management,Prioritization matrices,  ,,  ,Approved
31698,,Technology & IT,Project and Program Management,Presentations,  ,,  ,Approved
31699,,Technology & IT,Project and Program Management,Predictive life cycle,  ,,  ,Approved
31700,,Technology & IT,Project and Program Management,Pre-bid conferences  See Bidder conferences,  ,,  ,Approved
31701,,Technology & IT,Project and Program Management,Pre-assignment of team members,  ,,  ,Approved
31702,,Technology & IT,Project and Program Management,Power/interest grid  stakeholder analysis,  ,,  ,Approved
31703,,Technology & IT,Project and Program Management,Power/influence grid  stakeholder analysis,  ,,  ,Approved
31704,,Technology & IT,Project and Program Management,Plan Stakeholder Management process,  ,,  ,Approved
31705,,Technology & IT,Project and Program Management,Plan Scope Management process,  ,,  ,Approved
31706,,Technology & IT,Project and Program Management,Plan Schedule Management process,  ,,  ,Approved
31707,,Technology & IT,Project and Program Management,Plan Risk Responses process,  ,,  ,Approved
31708,,Technology & IT,Project and Program Management,Plan Risk Management process,  ,,  ,Approved
31709,,Technology & IT,Project and Program Management,Plan Quality Management process,  ,,  ,Approved
31710,,Technology & IT,Project and Program Management,Plan Procurement Management process,  ,,  ,Approved
31711,,Technology & IT,Project and Program Management,Plan Human Resource Management process,  ,,  ,Approved
31712,,Technology & IT,Project and Program Management,Plan-do-check-act (PDCA) cycle, PDCA ,,  ,Approved
31713,,Technology & IT,Project and Program Management,Plan Cost Management process,  ,,  ,Approved
31714,,Technology & IT,Project and Program Management,Plan Communications Management process,  ,,  ,Approved
31715,,Technology & IT,Project and Program Management,Phase-to-phase relationships, overlapping relationship sequential relationship ,,  ,Approved
31716,,Technology & IT,Project and Program Management,Personnel assessment tools,  ,,  ,Approved
31717,,Technology & IT,Project and Program Management,Perform Quantitative Risk Analysis process,  ,,  ,Approved
31718,,Technology & IT,Project and Program Management,Perform Quality Assurance process,  ,,  ,Approved
31719,,Technology & IT,Project and Program Management,Perform Qualitative Risk Analysis process,  ,,  ,Approved
31720,,Technology & IT,Project and Program Management,Performance reviews, procurement ,,  ,Approved
31721,,Technology & IT,Project and Program Management,Performance reporting,  ,,  ,Approved
31722,,Technology & IT,Project and Program Management,Payment systems,  ,,  ,Approved
31723,,Technology & IT,Project and Program Management,Pareto diagram,  ,,  ,Approved
31724,,Technology & IT,Project and Program Management,Parametric estimating,  ,,  ,Approved
31725,,Technology & IT,Project and Program Management,Organization charts and position descriptions, matrix-based charts hierarchical-type charts and text-oriented formats ,,  ,Approved
31726,,Technology & IT,Project and Program Management,Organizational theory,  ,,  ,Approved
31727,,Technology & IT,Project and Program Management,Organizational structures, functional organization interactions and matrix organizations composite organization overlapping project phases projectized organization project-related characteristics reporting relationships and ,,  ,Approved
31728,,Technology & IT,Project and Program Management,Organizational strategy, project management  operations management and project management and ,,  ,Approved
31729,,Technology & IT,Project and Program Management,Organizational project management maturity, OPM OPM3 Project Management Operations Management Organizational Project Management Maturity Organizational Project Management ,,  ,Approved
31730,,Technology & IT,Project and Program Management,Organizational process assets,  ,,  ,Approved
31731,,Technology & IT,Project and Program Management,Organizational breakdown structure (OBS),  ,,  ,Approved
31732,,Technology & IT,Project and Program Management,Operations management,  ,,  ,Approved
31733,,Technology & IT,Project and Program Management,Operational stakeholders management,  ,,  ,Approved
31734,,Technology & IT,Project and Program Management,Nominal group technique,  ,,  ,Approved
31735,,Technology & IT,Project and Program Management,Networking,  ,,  ,Approved
31736,,Technology & IT,Project and Program Management,Schedule network analysis,  ,,  ,Approved
31737,,Technology & IT,Project and Program Management,Negotiation,  ,,  ,Approved
31738,,Technology & IT,Project and Program Management,Negative risks,  ,,  ,Approved
31739,,Technology & IT,Project and Program Management,Multiphase projects,  ,,  ,Approved
31740,,Technology & IT,Project and Program Management,Multi-criteria decision analysis,  ,,  ,Approved
31741,,Technology & IT,Project and Program Management,Monte Carlo simulation,  ,,  ,Approved
31742,,Technology & IT,Project and Program Management,Monitor and Control Project Work process, tools and techniques ,,  ,Approved
31743,,Technology & IT,Project and Program Management,Modeling, techniques simulation and ,,  ,Approved
31744,,Technology & IT,Project and Program Management,Mind mapping,  ,,  ,Approved
31745,,Technology & IT,Project and Program Management,Milestone schedule , Milestone charts ,,  ,Approved
31746,,Technology & IT,Project and Program Management,Weighted milestone method, closure of phase zero duration of definition ,,  ,Approved
31747,,Technology & IT,Project and Program Management,Matrix-based responsibility charts,  ,,  ,Approved
31748,,Technology & IT,Project and Program Management,Market research,  ,,  ,Approved
31749,,Technology & IT,Project and Program Management,Manage Stakeholder Engagement process, tools and techniques ,,  ,Approved
31750,,Technology & IT,Project and Program Management,Management reserve,  ,,  ,Approved
31751,,Technology & IT,Project and Program Management,Portfolio management,  ,,  ,Approved
31752,,Technology & IT,Project and Program Management,Manage Communications process,  ,,  ,Approved
31753,,Technology & IT,Project and Program Management,Make-or-buy decisions,  ,,  ,Approved
31754,,Technology & IT,Project and Program Management,Make-or-buy analysis,  ,,  ,Approved
31755,,Technology & IT,Project and Program Management,Level of precision,  ,,  ,Approved
31756,,Technology & IT,Project and Program Management,Level of effort (LOE),  ,,  ,Approved
31757,,Technology & IT,Project and Program Management,Level of accuracy,  ,,  ,Approved
31758,,Technology & IT,Project and Program Management,Legal requirements, contractual obligations ,,  ,Approved
31759,,Technology & IT,Project and Program Management,Lean Six Sigma,  ,,  ,Approved
31760,,Technology & IT,Project and Program Management,Leadership skills, team building ,,  ,Approved
31761,,Technology & IT,Project and Program Management,Project Scope Management,  ,,  ,Approved
31762,,Technology & IT,Project and Program Management,Project Risk Management,  ,,  ,Approved
31763,,Technology & IT,Project and Program Management,Project Quality Management,  ,,  ,Approved
31764,,Technology & IT,Project and Program Management,Project Procurement Management,  ,,  ,Approved
31765,,Technology & IT,Project and Program Management,Project Integration Management,  ,,  ,Approved
31766,,Technology & IT,Project and Program Management,Project Human Resource Management,  ,,  ,Approved
31767,,Technology & IT,Project and Program Management,Project Communications Management,  ,,  ,Approved
31768,,Technology & IT,Project and Program Management,Key performance indicators (KPIs),  ,,  ,Approved
31769,,Technology & IT,Project and Program Management,Joint Application Development (or Design) (JAD) sessions, JAD Joint Application Design  ,,  ,Approved
31770,,Technology & IT,Project and Program Management,Iterative life cycle,  ,,  ,Approved
31771,,Technology & IT,Project and Program Management,Iterative and incremental life cycles,  ,,  ,Approved
31772,,Technology & IT,Project and Program Management,Ishikawa diagrams,  ,,  ,Approved
31773,,Technology & IT,Project and Program Management,Interrelationship diagraphs,  ,,  ,Approved
31774,,Technology & IT,Project and Program Management,Interpersonal skills, as soft skills  communication skills decision making definition influencing leadership ,,  ,Approved
31775,,Technology & IT,Project and Program Management,Integrated change control,  ,,  ,Approved
31776,,Technology & IT,Project and Program Management,Information storage and retrieval,  ,,  ,Approved
31777,,Technology & IT,Project and Program Management,Project management information system, PMIS project management system project management software project managment tools electronic ,,  ,Approved
31778,,Technology & IT,Project and Program Management,Information management systems,  ,,  ,Approved
31779,,Technology & IT,Project and Program Management,Information gathering techniques,  ,,  ,Approved
31780,,Technology & IT,Project and Program Management,Influencing skills,  ,,  ,Approved
31781,,Technology & IT,Project and Program Management,Influence/impact grid  stakeholder analysis,  ,,  ,Approved
31782,,Technology & IT,Project and Program Management,Influence diagram,  ,,  ,Approved
31783,,Technology & IT,Project and Program Management,Identify Stakeholders process, tools and techniques overview outputs inputs ,,  ,Approved
31784,,Technology & IT,Project and Program Management,Identify Risks process,  ,,  ,Approved
31785,,Technology & IT,Project and Program Management,Idea/mind mapping,  ,,  ,Approved
31786,,Technology & IT,Project and Program Management, Staffing management planning,  ,,  ,Approved
31787,,Technology & IT,Project and Program Management,Human resource management plan, as input roles and responsibilities updates ,,  ,Approved
31788,,Technology & IT,Project and Program Management,High-level vision,  ,,  ,Approved
31789,,Technology & IT,Project and Program Management,High-level project/product description,  ,,  ,Approved
31790,,Technology & IT,Project and Program Management,High-level planning,  ,,  ,Approved
31791,,Technology & IT,Project and Program Management,Grouping methods,  ,,  ,Approved
31792,,Technology & IT,Project and Program Management,Group decision-making techniques,  ,,  ,Approved
31793,,Technology & IT,Project and Program Management,Group creativity techniques,  ,,  ,Approved
31794,,Technology & IT,Project and Program Management,Graphical analysis techniques,  ,,  ,Approved
31796,,Technology & IT,Project and Program Management,Government regulations,  ,,  ,Approved
31797,,Technology & IT,Project and Program Management,Globalization/global environment, cultural diversity and international factors cultural influences and ,,  ,Approved
31798,,Technology & IT,Project and Program Management,Funding requirements,  ,,  ,Approved
31799,,Technology & IT,Project and Program Management,Funding limit reconciliation,  ,,  ,Approved
31800,,Technology & IT,Project and Program Management,Fully plan-driven life cycles,  ,,  ,Approved
31801,,Technology & IT,Project and Program Management,Forecasting methods, cost forecast budget forecast schedule forecast resource forecast forecast(s) ,,  ,Approved
31802,,Technology & IT,Project and Program Management,Force field analysis,  ,,  ,Approved
31803,,Technology & IT,Project and Program Management,Focus groups,  ,,  ,Approved
31804,,Technology & IT,Project and Program Management,Flowcharts,  ,,  ,Approved
31805,,Technology & IT,Project and Program Management,Fixed-price contracts,  ,,  ,Approved
31806,,Technology & IT,Project and Program Management,Fixed formula method,  ,,  ,Approved
31807,,Technology & IT,Project and Program Management,Fishbone diagram ,  ,,  ,Approved
31809,,Technology & IT,Project and Program Management,Fast tracking techniques,  ,,  ,Approved
31810,,Technology & IT,Project and Program Management,Fallback plan,  ,,  ,Approved
31811,,Technology & IT,Project and Program Management,Failure mode and effect analysis (FMEA),  ,,  ,Approved
31812,,Technology & IT,Project and Program Management,Facilitation techniques,  ,,  ,Approved
31813,,Technology & IT,Project and Program Management,Expected Monetary Value (EMV) analysis,  ,,  ,Approved
31814,,Technology & IT,Project and Program Management,Escalation procedures,  ,,  ,Approved
31815,,Technology & IT,Project and Program Management,Estimate Activity Durations process,  ,,  ,Approved
31816,,Technology & IT,Project and Program Management,Direct and Manage Project Work process,  ,,  ,Approved
31817,,Technology & IT,Project and Program Management,Diagramming techniques,  ,,  ,Approved
31818,,Technology & IT,Project and Program Management,Develop Schedule process,  ,,  ,Approved
31819,,Technology & IT,Project and Program Management,Develop Project Team process,  ,,  ,Approved
31820,,Technology & IT,Project and Program Management,Develop Project Charter process,  ,,  ,Approved
31821,,Technology & IT,Project and Program Management,Determine Budget process,  ,,  ,Approved
31822,,Technology & IT,Project and Program Management,Decision tree analysis,  ,,  ,Approved
31823,,Technology & IT,Project and Program Management,Decision-making skills,  ,,  ,Approved
31824,,Technology & IT,Project and Program Management,Decision making, decision-making  quantitative risk information and effective business case and ,,  ,Approved
31825,,Technology & IT,Project and Program Management,Data gathering and representation techniques, interviewing probability distributions ,,  ,Approved
31826,,Technology & IT,Project and Program Management,Customer satisfaction,  ,,  ,Approved
31827,,Technology & IT,Project and Program Management,Cultural diversity, projects characterized by multinational team cross-cultural considerations recognition and rewards ,,  ,Approved
31828,,Technology & IT,Project and Program Management,Create WBS process,  ,,  ,Approved
31829,,Technology & IT,Project and Program Management,Crashing,  ,,  ,Approved
31830,,Technology & IT,Project and Program Management,Cost risk simulation,  ,,  ,Approved
31831,,Technology & IT,Project and Program Management,Cost performance measurements, Cost Baseline ,,  ,Approved
31832,,Technology & IT,Project and Program Management,Cost of quality (COQ),  ,,  ,Approved
31833,,Technology & IT,Project and Program Management,Cost management plan,  ,,  ,Approved
31834,,Technology & IT,Project and Program Management,Project Cost Management,  ,,  ,Approved
31835,,Technology & IT,Project and Program Management,Cost forecasts,  ,,  ,Approved
31836,,Technology & IT,Project and Program Management,Cost contingency reserve,  ,,  ,Approved
31837,,Technology & IT,Project and Program Management,Cost-benefit analysis,  ,,  ,Approved
31838,,Technology & IT,Project and Program Management,Cost aggregation,  ,,  ,Approved
31839,,Technology & IT,Project and Program Management,Control thresholds,  ,,  ,Approved
31840,,Technology & IT,Project and Program Management,Control Stakeholder Engagement process, tools and techniques inputs outputs overview ,,  ,Approved
31841,,Technology & IT,Project and Program Management,Control Scope process,  ,,  ,Approved
31842,,Technology & IT,Project and Program Management,Control Schedule process,  ,,  ,Approved
31843,,Technology & IT,Project and Program Management,Control Risks process,  ,,  ,Approved
31844,,Technology & IT,Project and Program Management,Control Quality process,  ,,  ,Approved
31845,,Technology & IT,Project and Program Management,Control Procurements process,  ,,  ,Approved
31846,,Technology & IT,Project and Program Management,Control limits and Specification limits,  ,,  ,Approved
31847,,Technology & IT,Project and Program Management,Control Costs process,  ,,  ,Approved
31848,,Technology & IT,Project and Program Management,Control chart,  ,,  ,Approved
31849,,Technology & IT,Project and Program Management,Contract management,  ,,  ,Approved
31850,,Technology & IT,Project and Program Management,Contract change control system,  ,,  ,Approved
31851,,Technology & IT,Project and Program Management,Continuous improvement,  ,,  ,Approved
31852,,Technology & IT,Project and Program Management,Continuous distributions,  ,,  ,Approved
31853,,Technology & IT,Project and Program Management,Contingent response strategies,  ,,  ,Approved
31854,,Technology & IT,Project and Program Management,Reserve analysis,  ,,  ,Approved
31855,,Technology & IT,Project and Program Management,Contingency allowance,  ,,  ,Approved
31856,,Technology & IT,Project and Program Management,Context diagrams,  ,,  ,Approved
31857,,Technology & IT,Project and Program Management,Conformance,  ,,  ,Approved
31858,,Technology & IT,Project and Program Management,Conflict management,  ,,  ,Approved
31859,,Technology & IT,Project and Program Management,Configuration verification and audit,  ,,  ,Approved
31860,,Technology & IT,Project and Program Management,Configuration status accounting,  ,,  ,Approved
31861,,Technology & IT,Project and Program Management,Configuration management system,  ,,  ,Approved
31862,,Technology & IT,Project and Program Management,Configuration management plan,  ,,  ,Approved
31863,,Technology & IT,Project and Program Management,Configuration identification,  ,,  ,Approved
31864,,Technology & IT,Project and Program Management,Configuration control,  ,,  ,Approved
31865,,Technology & IT,Project and Program Management,Confidentiality,  ,,  ,Approved
31866,,Technology & IT,Project and Program Management,Conduct Procurements process,  ,,  ,Approved
31867,,Technology & IT,Project and Program Management,Concurrent project phases,  ,,  ,Approved
31868,,Technology & IT,Project and Program Management,Compliance,  ,,  ,Approved
31869,,Technology & IT,Project and Program Management,Communication technologies,  ,,  ,Approved
31870,,Technology & IT,Project and Program Management,Communications management plan,  ,,  ,Approved
31871,,Technology & IT,Project and Program Management,Communication requirements analysis,  ,,  ,Approved
31872,,Technology & IT,Project and Program Management,Communications Management,  ,,  ,Approved
31873,,Technology & IT,Project and Program Management,Communication planning,  ,,  ,Approved
31874,,Technology & IT,Project and Program Management,Control Communications process, technology informal diverse stakeholders and correspondence organizational models project skills styles methods constraints channels activity  dimensions of ,,  ,Approved
31875,,Technology & IT,Project and Program Management,Communication, encoding messages decoding messages interactive communications ,,  ,Approved
31876,,Technology & IT,Project and Program Management,Collect Requirements process,  ,,  ,Approved
31877,,Technology & IT,Project and Program Management,Collective bargaining agreements,  ,,  ,Approved
31878,,Technology & IT,Project and Program Management,Collaboration, project manager and virtual collaboration techniques ,,  ,Approved
31879,,Technology & IT,Project and Program Management,Capability Maturity Model Integrated, Capability Maturity Model Integrated CMM CMMI ,,  ,Approved
31880,,Technology & IT,Project and Program Management,Close Project or Phase process, overview inputs outputs tools and techniques ,,  ,Approved
31881,,Technology & IT,Project and Program Management,Close Procurements process,  ,,  ,Approved
31882,,Technology & IT,Project and Program Management,Claims administration,  ,,  ,Approved
31883,,Technology & IT,Project and Program Management,Checklist analysis,  ,,  ,Approved
31884,,Technology & IT,Project and Program Management,Change request(s),  ,,  ,Approved
31885,,Technology & IT,Project and Program Management,Change control tools, Change Log ,,  ,Approved
31886,,Technology & IT,Project and Program Management,Control process, management reserves and meetings procedures ,,  ,Approved
31887,,Technology & IT,Project and Program Management,Change control,  ,,  ,Approved
31888,,Technology & IT,Project and Program Management,Cause-and-effect diagram,  ,,  ,Approved
31889,,Technology & IT,Project and Program Management,Causal influences,  ,,  ,Approved
31890,,Technology & IT,Project and Program Management,Causal analysis,  ,,  ,Approved
31891,,Technology & IT,Project and Program Management,Buyer-seller relationship,  ,,  ,Approved
31892,,Technology & IT,Project and Program Management,Business value,  ,,  ,Approved
31893,,Technology & IT,Project and Program Management,Business requirements,  ,,  ,Approved
31894,,Technology & IT,Project and Program Management,Business need,  ,,  ,Approved
31895,,Technology & IT,Project and Program Management,Business case,  ,,  ,Approved
31896,,Technology & IT,Project and Program Management,Buffer management,  ,,  ,Approved
31897,,Technology & IT,Project and Program Management,Budget reserve analysis,  ,,  ,Approved
31898,,Technology & IT,Project and Program Management,Budgeting,  ,,  ,Approved
31899,,Technology & IT,Project and Program Management,Brainstorming, risk identification and definition meetings and ,,  ,Approved
31900,,Technology & IT,Project and Program Management,Bottom-up estimating,  ,,  ,Approved
31901,,Technology & IT,Project and Program Management,Beta distribution,  ,,  ,Approved
31902,,Technology & IT,Project and Program Management,Benchmarking,  ,,  ,Approved
31903,,Technology & IT,Project and Program Management,Quality auditing, quality project success or failure procurement inspections and configuration verification and risk ,,  ,Approved
31904,,Technology & IT,Project and Program Management,Attribute sampling,  ,,  ,Approved
31905,,Technology & IT,Project and Program Management,Assumptions analysis,  ,,  ,Approved
31906,,Technology & IT,Project and Program Management,Analytical techniques, stakeholder engagement level ,,  ,Approved
31907,,Technology & IT,Project and Program Management,Analogous estimating,  ,,  ,Approved
31908,,Technology & IT,Project and Program Management,Alternatives generation,  ,,  ,Approved
31909,,Technology & IT,Project and Program Management,Alternative analysis,  ,,  ,Approved
31910,,Technology & IT,Project and Program Management,Bargaining agreements,  ,,  ,Approved
31911,,Technology & IT,Project and Program Management,Agile approach,  ,,  ,Approved
31912,,Technology & IT,Project and Program Management,Affinity diagram,  ,,  ,Approved
31913,,Technology & IT,Project and Program Management,Advertising,  ,,  ,Approved
31914,,Technology & IT,Project and Program Management,Alternative dispute resolution, ADR ,,  ,Approved
31915,,Technology & IT,Project and Program Management,Adaptive life cycles,  ,,  ,Approved
31916,,Technology & IT,Project and Program Management,Estimate Activity Resources process,  ,,  ,Approved
31917,,Technology & IT,Project and Program Management,Project schedule network diagram, Activity on Arrow (AOA) Activity on Node (AON) ,,  ,Approved
31918,,Technology & IT,Project and Program Management,Activity network diagrams,  ,,  ,Approved
31919,,Technology & IT,Project and Program Management, Estimate Activity Durations process,  ,,  ,Approved
31920,,Technology & IT,Project and Program Management,Action item tracking,  ,,  ,Approved
31921,,Technology & IT,Project and Program Management,Acquisition activities,  ,,  ,Approved
31922,,Technology & IT,Project and Program Management,Acquire Project Team process,  ,,  ,Approved
31923,,Technology & IT,Brand/Product Management,Strategic product planning, customer mind-set past success and failures market targeting developing product ideas assessing company’s strategic IQ ,,  ,Approved
31924,,Technology & IT,Brand/Product Management,Segment management,  ,,  ,Approved
31925,,Technology & IT,Brand/Product Management,Promotion strategy  annual product plan,  ,,  ,Approved
31926,,Technology & IT,Brand/Product Management,Profitability analysis,  ,,  ,Approved
31927,,Technology & IT,Brand/Product Management,Products  competitive analysis,  ,,  ,Approved
31928,,Technology & IT,Brand/Product Management,Product specifications,  ,, PRD ,Approved
31929,,Technology & IT,Brand/Product Management,Product portfolio evaluation, increase market penetration product performance evaluation ,,  ,Approved
31930,,Technology & IT,Brand/Product Management,Product management,  ,,  ,Approved
31931,,Technology & IT,Brand/Product Management,Product ideas development,  ,,  ,Approved
31932,,Technology & IT,Brand/Product Management,Prelaunch  new-product development,  ,,  ,Approved
31933,,Technology & IT,Brand/Product Management,Market intelligence data,  ,,  ,Approved
31934,,Technology & IT,Brand/Product Management,Market analysis, new product proposal process product marketing planning ,,  ,Approved
31935,,Technology & IT,Brand/Product Management,Knowledge management,  ,,  ,Approved
31936,,Technology & IT,Brand/Product Management,Delphi technique ,  ,,  ,Approved
31937,,Technology & IT,Brand/Product Management,Data mining,  ,,  ,Approved
31938,,Technology & IT,Brand/Product Management,Customer retention,  ,,  ,Approved
31939,,Technology & IT,Brand/Product Management,Cost evaluation,  ,,  ,Approved
31940,,Technology & IT,Brand/Product Management,Cost drivers  product management,  ,,  ,Approved
31941,,Technology & IT,Brand/Product Management,Correlation-based forecasts,  ,,  ,Approved
31942,,Technology & IT,Brand/Product Management,Core competencies  defination,  ,,  ,Approved
31943,,Technology & IT,Brand/Product Management,Competitive strategy,  ,,  ,Approved
31944,,Technology & IT,Brand/Product Management,Category management,  ,,  ,Approved
31945,,Technology & IT,Brand/Product Management,Brand Marketing,  ,,  ,Approved
31946,,Technology & IT,Brand/Product Management,NPS (net promoter score),  ,,  ,Approved
31947,,Technology & IT,Brand/Product Management,MVP (minimum viable product),  ,,  ,Approved
31948,,Technology & IT,Brand/Product Management,Kanban,  ,,  ,Approved
31949,,Technology & IT,User Experience Design,Window controls,  ,,  ,Approved
31950,,Technology & IT,User Experience Design,Typeface,  ,,  ,Approved
31951,,Technology & IT,User Experience Design,Translation symmetry,  ,,  ,Approved
31952,,Technology & IT,User Experience Design,Threat response,  ,,  ,Approved
31953,,Technology & IT,User Experience Design,Surface mimicry,  ,,  ,Approved
31954,,Technology & IT,User Experience Design,Progressive disclosure,  ,,  ,Approved
31955,,Technology & IT,User Experience Design,Macintosh user interface,  ,,  ,Approved
31956,,Technology & IT,User Experience Design,Feedback loop,  ,,  ,Approved
31957,,Technology & IT,User Experience Design,Evolutionary prototyping,  ,,  ,Approved
31958,,Technology & IT,User Experience Design,Design thinking, double-diamond diverge-  converge model of design  design redundancy ,,  ,Approved
31959,,Technology & IT,User Experience Design,Conscious cognition, mistakes and knowledge-based behavior and  subconscious vs ,,  ,Approved
31960,,Technology & IT,User Experience Design,Conceptual models, and Gulfs of Evaluation and as story communication and  ,,  ,Approved
31961,,Technology & IT,Cyber Security,Trustworthy Resilient Systems,  ,,  ,Approved
31962,,Technology & IT,Cyber Security,Mission Risk Diagnostic, core\ttasks\tsummary driver\tanalysis driver\tidentification mission/objective\tidentification ,, MRD ,Approved
31963,,Technology & IT,Cyber Security,STRIDE Analysis, definition\tof minimizing\tsecurity\tbottlenecks mission\trisk ,,  ,Approved
31964,,Technology & IT,Cyber Security,National Cybersecurity Workforce Framework,  ,,  ,Approved
31965,,Technology & IT,Business and Systems Analysis,Tabular model,  ,,  ,Approved
31966,,Technology & IT,Business and Systems Analysis,Pivot Table,  ,,  ,Approved
31967,,Technology & IT,Business and Systems Analysis,PowerPoint,  ,,  ,Approved
31968,,Technology & IT,User Experience Design,UX models,  ,,  ,Approved
31969,,Technology & IT,User Experience Design,User Interface Engineering UX,  ,,  ,Approved
31970,,Technology & IT,User Experience Design,Sketching method,  ,,  ,Approved
31971,,Technology & IT,User Experience Design,Service Design,  ,,  ,Approved
31972,,Technology & IT,User Experience Design,Wireframes, metrics/analytics tracking mind map ,,  ,Approved
31973,,Technology & IT,User Experience Design,UX Questionnaire,  ,,  ,Approved
31974,,Technology & IT,User Experience Design,UX Project Plan,  ,,  ,Approved
31975,,Technology & IT,User Experience Design,UX Health Check,  ,,  ,Approved
31976,,Technology & IT,User Experience Design,Design Principles,  ,,  ,Approved
31977,,Technology & IT,User Experience Design,Løvlie  Lavrans (Service Design),  ,,  ,Approved
31978,,Technology & IT,User Experience Design,Information Architecture (IA), interaction design inspiration library information architecture/site map ,,  ,Approved
31979,,Technology & IT,User Experience Design,Balsamiq wireframing software,  ,,  ,Approved
31980,,Technology & IT,Information Technology - General,RACI charts, sample ,,  ,Approved
31981,,Technology & IT,Information Technology - General,Capability Maturity Model Integration Management (CAPM), capital  opportunity cost of ,, (CMMI) ,Approved
31982,,Technology & IT,User Experience Design,OmniGraffle,  ,,  ,Approved
31983,,Technology & IT,User Experience Design,Emotional Design,  ,,  ,Approved
31984,,Technology & IT,User Experience Design,Usability Engineering,  ,,  ,Approved
31985,,Technology & IT,User Experience Design,Visio,  ,,  ,Approved
31986,,Technology & IT,User Experience Design,Excel,  ,,  ,Approved
31987,,Technology & IT,User Experience Design,Clippy,  ,,  ,Approved
31988,,Technology & IT,User Experience Design,Lotus interface,  ,,  ,Approved
31989,,Technology & IT,User Experience Design,HCI (Human-Computer Interaction),  ,,  ,Approved
31990,,Technology & IT,User Experience Design,Flickr,  ,,  ,Approved
31991,,Technology & IT,User Experience Design,Designing Visual Interfaces,  ,,  ,Approved
31992,,Technology & IT,User Experience Design,Corel Painter,  ,,  ,Approved
31993,,Technology & IT,User Experience Design,Contextual Design,  ,,  ,Approved
31994,,Technology & IT,User Experience Design,Art Directors Toolkit,  ,,  ,Approved
31995,,Technology & IT,User Experience Design,Web  designing,  ,,  ,Approved
31996,,Technology & IT,User Experience Design,Internet-enabled  designing, multipaned transient ,,  ,Approved
31997,,Technology & IT,User Experience Design,MacPaint,  ,,  ,Approved
31998,,Technology & IT,User Experience Design,Activity-Centered Design, address book adaptive menu additive selection adjacent panes ,,  ,Approved
31999,,Technology & IT,Infrastructure,Windows Preinstallation Environment (Win PE), windows server  windows OS ,,  ,Approved
32000,,Technology & IT,Infrastructure,PsTools , remote connection ,,  ,Approved
32001,,Technology & IT,Infrastructure,Web Server Gateway Interface (WSGI), webserver monitoring  Stackdriver Monitoring used wide-column store windowing witness workers ,,  ,Approved
32002,,Technology & IT,Infrastructure,VPN connection, establishing  between two networks ,,  ,Approved
32003,,Technology & IT,Infrastructure,VPC networks, virtual machine instances ,,  ,Approved
32004,,Technology & IT,Infrastructure,VM migration, simulating virtual machine ,,  ,Approved
32005,,Technology & IT,Infrastructure,Cloud Launcher, creating  deploy  thord party vendor ,,  ,Approved
32006,,Technology & IT,Infrastructure,CDN setup, networking  server connection ,,  ,Approved
32007,,Technology & IT,Infrastructure,Go,  ,,  ,Approved
